"id_del_pedido","fecha_del_pedido","fecha_de_envio","metodo_de_envio","id_del_cliente"
"DO-2022-132570",2022-10-31,2022-11-02,"Rápido","DL-16480"
"DO-2022-132948",2022-03-27,2022-04-03,"Estándar","AR-17485"
"DO-2022-133445",2022-10-05,2022-10-09,"Estándar","AV-15490"
"DO-2022-134075",2022-12-12,2022-12-16,"Estándar","SC-14905"
"DO-2022-137113",2022-12-01,2022-12-05,"Rápido","ES-21025"
"DO-2022-137533",2022-12-18,2022-12-18,"Mismo día","SP-15640"
"DO-2022-138002",2022-09-06,2022-09-12,"Estándar","TO-11305"
"DO-2022-138485",2022-02-27,2022-03-01,"Rápido","SE-18670"
"DO-2022-138716",2022-09-17,2022-09-20,"Urgente","AB-11845"
"DO-2022-140200",2022-07-26,2022-07-28,"Urgente","MC-12775"
"DO-2022-142419",2022-07-11,2022-07-13,"Rápido","BH-20380"
"DO-2022-142692",2022-10-23,2022-10-28,"Estándar","RC-10495"
"DO-2022-142811",2022-04-02,2022-04-07,"Estándar","CA-15850"
"DO-2022-142993",2022-10-12,2022-10-17,"Estándar","ER-16525"
"DO-2022-143364",2022-07-14,2022-07-19,"Rápido","KB-21310"
"DO-2022-143616",2022-09-27,2022-09-29,"Rápido","UP-20140"
"DO-2022-145415",2022-04-12,2022-04-17,"Rápido","TS-19660"
"DO-2022-147501",2022-08-02,2022-08-06,"Estándar","JG-12640"
"DO-2022-148635",2022-07-25,2022-07-27,"Rápido","AT-18025"
"DO-2022-149083",2022-09-25,2022-09-30,"Estándar","JC-19975"
"DO-2022-149748",2022-05-31,2022-06-02,"Rápido","NM-13825"
"DO-2022-151680",2022-11-19,2022-11-21,"Rápido","HQ-21475"
"DO-2022-154970",2022-01-05,2022-01-10,"Estándar","LA-20740"
"DO-2022-156335",2022-09-25,2022-09-28,"Rápido","BS-19195"
"DO-2022-156566",2022-10-01,2022-10-04,"Urgente","HG-13960"
"DO-2022-160864",2022-05-03,2022-05-06,"Urgente","DS-18595"
"DO-2022-161830",2022-09-24,2022-09-26,"Rápido","NM-17725"
"DO-2022-162544",2022-12-16,2022-12-19,"Urgente","AG-20080"
"DO-2022-162607",2022-05-12,2022-05-18,"Estándar","VL-19780"
"DO-2022-164301",2022-03-26,2022-03-30,"Estándar","ER-13840"
"DO-2022-164833",2022-06-04,2022-06-04,"Mismo día","DM-16840"
"DO-2022-166947",2022-06-05,2022-06-10,"Estándar","DB-13750"
"DO-2022-168746",2022-01-27,2022-01-29,"Rápido","IC-20365"
"DO-2022-169278",2022-05-21,2022-05-25,"Estándar","EN-18010"
"DO-2022-169299",2022-08-24,2022-08-26,"Urgente","AE-13435"
"DO-2023-100965",2023-07-07,2023-07-11,"Estándar","MC-19375"
"DO-2023-101651",2023-12-24,2023-12-30,"Estándar","CG-20305"
"DO-2023-103107",2023-07-04,2023-07-04,"Mismo día","VV-19465"
"DO-2023-105081",2023-12-25,2023-12-30,"Estándar","ML-15715"
"DO-2023-105473",2023-04-16,2023-04-18,"Rápido","TO-11785"
"DO-2023-105585",2023-08-26,2023-08-27,"Urgente","GI-19735"
"DO-2023-106313",2023-08-22,2023-08-26,"Estándar","BR-13300"
"DO-2023-106530",2023-05-08,2023-05-08,"Mismo día","AP-12565"
"DO-2023-108098",2023-10-14,2023-10-18,"Estándar","KS-12340"
"DO-2023-110009",2023-09-08,2023-09-13,"Estándar","DR-21325"
"DO-2023-110730",2023-09-23,2023-09-26,"Rápido","BU-11815"
"DO-2023-113082",2023-09-12,2023-09-16,"Estándar","DC-17590"
"DO-2023-113726",2023-11-24,2023-12-01,"Estándar","SC-20680"
"DO-2023-113817",2023-11-07,2023-11-11,"Estándar","MU-17740"
"DO-2023-113978",2023-09-25,2023-09-29,"Estándar","EC-21505"
"DO-2023-113985",2023-12-02,2023-12-07,"Estándar","EC-16495"
"DO-2023-116547",2023-01-10,2023-01-17,"Estándar","OS-16585"
"DO-2023-116561",2023-09-11,2023-09-17,"Estándar","GB-14110"
"DO-2023-118899",2023-03-22,2023-03-22,"Mismo día","GA-17275"
"DO-2023-119046",2023-06-02,2023-06-06,"Estándar","PC-13765"
"DO-2023-123337",2023-09-16,2023-09-22,"Estándar","EC-16495"
"DO-2023-123526",2023-12-24,2023-12-25,"Urgente","HN-11245"
"DO-2023-124793",2023-03-14,2023-03-16,"Urgente","FV-18280"
"DO-2023-125094",2023-11-05,2023-11-09,"Estándar","KC-18700"
"DO-2023-125661",2023-11-24,2023-11-26,"Urgente","EP-12055"
"DO-2023-126613",2023-07-10,2023-07-16,"Estándar","FV-10375"
"DO-2023-126809",2023-04-09,2023-04-13,"Estándar","DB-13750"
"DO-2023-126858",2023-11-19,2023-11-23,"Estándar","GZ-15265"
"DO-2023-128195",2023-08-04,2023-08-05,"Urgente","FA-19285"
"DO-2023-128412",2023-12-10,2023-12-17,"Estándar","IL-10915"
"DO-2023-128678",2023-09-15,2023-09-20,"Estándar","EL-19570"
"DO-2023-128811",2023-09-12,2023-09-16,"Estándar","DC-20200"
"DO-2023-129693",2023-11-26,2023-12-02,"Estándar","AC-20980"
"DO-2023-130911",2023-03-24,2023-03-26,"Rápido","DG-12850"
"DO-2023-132304",2023-06-14,2023-06-18,"Estándar","BC-10825"
"DO-2023-133368",2023-01-14,2023-01-20,"Estándar","IE-10675"
"DO-2023-134348",2023-11-12,2023-11-19,"Estándar","FB-17710"
"DO-2023-135776",2023-12-23,2023-12-30,"Estándar","PC-13765"
"DO-2023-138079",2023-01-22,2023-01-28,"Estándar","ER-10795"
"DO-2023-139087",2023-07-17,2023-07-22,"Rápido","LR-13375"
"DO-2023-140207",2023-11-05,2023-11-10,"Estándar","BC-12400"
"DO-2023-140249",2023-09-27,2023-10-03,"Estándar","MA-20455"
"DO-2023-140774",2023-09-05,2023-09-10,"Estándar","AG-11455"
"DO-2023-142405",2023-06-11,2023-06-15,"Estándar","HM-20110"
"DO-2023-142685",2023-06-23,2023-06-30,"Estándar","MT-17695"
"DO-2023-142895",2023-07-21,2023-07-26,"Estándar","RS-11290"
"DO-2023-143609",2023-12-11,2023-12-13,"Urgente","AB-13270"
"DO-2023-144092",2023-11-05,2023-11-07,"Rápido","CP-17155"
"DO-2023-146318",2023-01-22,2023-01-27,"Estándar","GA-17275"
"DO-2023-147683",2023-11-13,2023-11-17,"Estándar","AG-19180"
"DO-2023-148201",2023-08-26,2023-08-29,"Rápido","MA-12145"
"DO-2023-148208",2023-01-22,2023-01-27,"Estándar","IG-11530"
"DO-2023-149671",2023-06-05,2023-06-09,"Estándar","PA-16600"
"DO-2023-149916",2023-12-22,2023-12-24,"Rápido","CL-13885"
"DO-2023-150350",2023-08-23,2023-08-30,"Estándar","AU-17770"
"DO-2023-151323",2023-10-23,2023-10-28,"Estándar","GC-10255"
"DO-2023-151498",2023-04-21,2023-04-24,"Urgente","PB-13690"
"DO-2023-153129",2023-12-26,2023-12-30,"Estándar","LV-14320"
"DO-2023-154767",2023-06-28,2023-06-30,"Rápido","HE-11155"
"DO-2023-155383",2023-12-17,2023-12-22,"Estándar","SC-20680"
"DO-2023-155474",2023-07-08,2023-07-14,"Estándar","OP-12220"
"DO-2023-157308",2023-08-17,2023-08-21,"Estándar","MA-18520"
"DO-2023-158680",2023-07-01,2023-07-02,"Urgente","TR-18565"
"DO-2023-159009",2023-09-23,2023-09-27,"Estándar","DP-13105"
"DO-2023-159023",2023-11-03,2023-11-05,"Urgente","RN-18400"
"DO-2023-159730",2023-09-17,2023-09-21,"Estándar","MF-20125"
"DO-2023-160479",2023-09-15,2023-09-20,"Estándar","FM-10585"
"DO-2023-161389",2023-12-05,2023-12-10,"Estándar","TF-15070"
"DO-2023-161543",2023-05-10,2023-05-16,"Estándar","LC-19720"
"DO-2023-163573",2023-11-24,2023-11-27,"Urgente","GJ-10450"
"DO-2023-163755",2023-11-04,2023-11-08,"Rápido","AV-10285"
"DO-2023-166660",2023-01-30,2023-02-01,"Rápido","GD-21250"
"DO-2023-166772",2023-09-20,2023-09-24,"Estándar","FA-14875"
"DO-2023-167416",2023-05-12,2023-05-17,"Estándar","GD-15580"
"DO-2023-167983",2023-08-21,2023-08-24,"Rápido","CM-19270"
"DO-2023-168095",2023-07-15,2023-07-20,"Estándar","IG-17425"
"DO-2023-169040",2023-12-06,2023-12-12,"Estándar","FO-14710"
"DO-2023-169166",2023-05-09,2023-05-14,"Estándar","LD-20590"
"DO-2023-169887",2023-10-22,2023-10-22,"Mismo día","DC-17530"
"DO-2024-100209",2024-07-09,2024-07-15,"Estándar","VC-20995"
"DO-2024-101049",2024-06-21,2024-06-25,"Rápido","LV-10240"
"DO-2024-101308",2024-10-02,2024-10-07,"Estándar","BT-14260"
"DO-2024-101539",2024-03-16,2024-03-18,"Rápido","PR-21685"
"DO-2024-101805",2024-12-01,2024-12-06,"Estándar","JC-19975"
"DO-2024-104619",2024-01-24,2024-01-29,"Estándar","EC-16495"
"DO-2024-104801",2024-02-13,2024-02-19,"Estándar","CA-14350"
"DO-2024-104850",2024-06-13,2024-06-19,"Estándar","ES-21025"
"DO-2024-105697",2024-08-25,2024-08-27,"Urgente","ML-15715"
"DO-2024-107174",2024-11-06,2024-11-13,"Estándar","AC-10060"
"DO-2024-107293",2024-09-05,2024-09-06,"Urgente","BC-12400"
"DO-2024-107888",2024-11-16,2024-11-19,"Urgente","OP-12220"
"DO-2024-107986",2024-12-13,2024-12-13,"Mismo día","GG-18220"
"DO-2024-108014",2024-11-19,2024-11-25,"Estándar","AR-15430"
"DO-2024-108070",2024-04-16,2024-04-20,"Estándar","IR-15745"
"DO-2024-109484",2024-11-06,2024-11-12,"Estándar","MM-19705"
"DO-2024-110604",2024-05-15,2024-05-20,"Estándar","LT-15295"
"DO-2024-110989",2024-11-03,2024-11-05,"Rápido","EN-14155"
"DO-2024-111388",2024-09-02,2024-09-02,"Mismo día","AS-20665"
"DO-2024-111591",2024-03-21,2024-03-25,"Estándar","CM-18970"
"DO-2024-111759",2024-07-08,2024-07-12,"Estándar","AT-17545"
"DO-2024-112844",2024-11-13,2024-11-16,"Rápido","JA-20620"
"DO-2024-113852",2024-07-29,2024-08-02,"Estándar","SG-14605"
"DO-2024-114412",2024-04-15,2024-04-20,"Estándar","TJ-10480"
"DO-2024-114552",2024-09-02,2024-09-08,"Estándar","TN-13600"
"DO-2024-115154",2024-01-08,2024-01-11,"Urgente","AM-19420"
"DO-2024-115175",2024-08-07,2024-08-12,"Estándar","LB-17575"
"DO-2024-115301",2024-07-29,2024-08-02,"Estándar","DV-21790"
"DO-2024-116953",2024-04-24,2024-04-25,"Urgente","IA-20935"
"DO-2024-116988",2024-06-27,2024-06-29,"Rápido","MG-19030"
"DO-2024-118003",2024-12-04,2024-12-10,"Estándar","AL-13645"
"DO-2024-118122",2024-11-17,2024-11-24,"Estándar","NC-14650"
"DO-2024-118199",2024-05-09,2024-05-11,"Urgente","AB-16795"
"DO-2024-118598",2024-11-16,2024-11-16,"Mismo día","CM-12190"
"DO-2024-119564",2024-12-15,2024-12-20,"Estándar","LP-18925"
"DO-2024-119809",2024-08-18,2024-08-25,"Estándar","FL-21880"
"DO-2024-120719",2024-03-23,2024-03-26,"Urgente","MF-20125"
"DO-2024-121027",2024-08-18,2024-08-22,"Estándar","WR-14935"
"DO-2024-121489",2024-08-21,2024-08-25,"Rápido","BU-11815"
"DO-2024-121643",2024-05-18,2024-05-20,"Urgente","KC-10105"
"DO-2024-122490",2024-11-13,2024-11-18,"Estándar","NL-21070"
"DO-2024-124401",2024-09-07,2024-09-12,"Estándar","MT-19900"
"DO-2024-124821",2024-06-25,2024-06-29,"Rápido","YP-10705"
"DO-2024-125213",2024-12-11,2024-12-13,"Urgente","LM-18655"
"DO-2024-126067",2024-08-28,2024-09-03,"Estándar","KA-16705"
"DO-2024-127285",2024-10-30,2024-11-06,"Estándar","GO-18055"
"DO-2024-128041",2024-09-01,2024-09-01,"Mismo día","BE-19540"
"DO-2024-129357",2024-05-14,2024-05-19,"Estándar","OS-16585"
"DO-2024-129378",2024-10-01,2024-10-02,"Urgente","LB-18505"
"DO-2024-129805",2024-12-28,2025-01-02,"Estándar","GT-14860"
"DO-2024-131828",2024-02-11,2024-02-13,"Rápido","AB-11845"
"DO-2024-131954",2024-01-21,2024-01-25,"Estándar","LA-13030"
"DO-2024-132262",2024-09-21,2024-09-23,"Urgente","LP-18265"
"DO-2024-132444",2024-11-18,2024-11-21,"Urgente","AT-12280"
"DO-2024-132521",2024-09-23,2024-09-25,"Rápido","DA-13540"
"DO-2024-133046",2024-07-27,2024-08-01,"Rápido","LR-13375"
"DO-2024-133823",2024-05-11,2024-05-12,"Mismo día","CE-17080"
"DO-2024-134152",2024-05-27,2024-05-31,"Estándar","DT-19855"
"DO-2024-134418",2024-09-15,2024-09-20,"Estándar","MA-14500"
"DO-2024-134565",2024-06-11,2024-06-13,"Rápido","VC-21400"
"DO-2024-134880",2024-10-27,2024-11-01,"Estándar","ES-21025"
"DO-2024-135230",2024-09-01,2024-09-07,"Estándar","CS-12325"
"DO-2024-136007",2024-02-23,2024-03-02,"Estándar","KA-10615"
"DO-2024-137470",2024-09-17,2024-09-17,"Mismo día","EM-21415"
"DO-2024-138464",2024-07-08,2024-07-12,"Estándar","FA-21715"
"DO-2024-139080",2024-01-23,2024-01-28,"Estándar","NM-12250"
"DO-2024-140151",2024-03-23,2024-03-25,"Urgente","YS-19360"
"DO-2024-140760",2024-06-02,2024-06-05,"Rápido","AE-13435"
"DO-2024-140907",2024-12-10,2024-12-12,"Rápido","IL-11185"
"DO-2024-141747",2024-08-03,2024-08-08,"Rápido","NB-20230"
"DO-2024-142188",2024-09-11,2024-09-11,"Mismo día","AN-15415"
"DO-2024-142391",2024-09-24,2024-09-24,"Mismo día","BS-19150"
"DO-2024-142622",2024-10-30,2024-11-02,"Urgente","FM-15625"
"DO-2024-142636",2024-11-03,2024-11-07,"Estándar","CC-16675"
"DO-2024-142909",2024-12-22,2024-12-25,"Rápido","BA-10330"
"DO-2024-143126",2024-12-03,2024-12-07,"Rápido","VH-12655"
"DO-2024-143651",2024-03-25,2024-03-30,"Estándar","CC-14215"
"DO-2024-143665",2024-04-26,2024-05-01,"Estándar","AG-19180"
"DO-2024-147144",2024-03-26,2024-03-28,"Urgente","ET-17335"
"DO-2024-147452",2024-09-30,2024-10-03,"Urgente","AB-11845"
"DO-2024-147956",2024-12-24,2024-12-31,"Estándar","NJ-10210"
"DO-2024-147998",2024-05-19,2024-05-24,"Estándar","AP-20830"
"DO-2024-148145",2024-03-18,2024-03-23,"Estándar","PO-20275"
"DO-2024-151281",2024-04-27,2024-05-02,"Estándar","GA-14980"
"DO-2024-151358",2024-08-18,2024-08-22,"Estándar","DS-18595"
"DO-2024-152310",2024-08-12,2024-08-19,"Estándar","IL-12895"
"DO-2024-153787",2024-05-19,2024-05-23,"Estándar","BA-10735"
"DO-2024-154872",2024-05-14,2024-05-18,"Estándar","AM-13000"
"DO-2024-155460",2024-04-13,2024-04-15,"Urgente","OT-19630"
"DO-2024-156951",2024-10-01,2024-10-08,"Estándar","ER-13840"
"DO-2024-156958",2024-12-05,2024-12-06,"Urgente","MP-18805"
"DO-2024-157273",2024-01-30,2024-02-02,"Urgente","RA-20035"
"DO-2024-158071",2024-06-10,2024-06-15,"Estándar","CS-11320"
"DO-2024-160465",2024-07-21,2024-07-26,"Estándar","VC-20350"
"DO-2024-161340",2024-05-28,2024-06-01,"Estándar","FM-10360"
"DO-2024-163097",2024-08-27,2024-08-31,"Estándar","DC-20200"
"DO-2024-163860",2024-12-28,2025-01-01,"Estándar","MC-17170"
"DO-2024-163874",2024-11-10,2024-11-12,"Rápido","JM-18535"
"DO-2024-164049",2024-11-02,2024-11-06,"Estándar","CM-16630"
"DO-2024-164364",2024-11-12,2024-11-16,"Estándar","AN-12355"
"DO-2024-165491",2024-03-20,2024-03-24,"Estándar","WR-14935"
"DO-2024-165841",2024-12-21,2024-12-28,"Estándar","FV-13210"
"DO-2024-166198",2024-04-21,2024-04-24,"Urgente","PE-15955"
"DO-2024-166324",2024-04-20,2024-04-21,"Urgente","AG-11455"
"DO-2024-166415",2024-02-19,2024-02-23,"Estándar","NM-17725"
"DO-2024-166926",2024-12-01,2024-12-08,"Estándar","DG-20335"
"DO-2024-168109",2024-07-03,2024-07-03,"Mismo día","SP-15640"
"DO-2024-168403",2024-09-09,2024-09-15,"Estándar","NL-12835"
"DO-2024-168802",2024-11-03,2024-11-07,"Estándar","LG-15145"
"DO-2024-169439",2024-09-09,2024-09-13,"Estándar","AC-17140"
"DO-2024-169894",2024-11-24,2024-11-29,"Rápido","AR-17485"
"EC-2021-117380",2021-03-28,2021-04-03,"Estándar","KD-18175"
"EC-2021-131982",2021-03-07,2021-03-11,"Rápido","BS-18685"
"EC-2021-135972",2021-09-21,2021-09-23,"Rápido","HT-15115"
"EC-2021-142965",2021-07-20,2021-07-20,"Mismo día","VO-20245"
"EC-2022-101399",2022-01-17,2022-01-24,"Estándar","EC-15940"
"EC-2022-104059",2022-06-13,2022-06-15,"Rápido","HC-14245"
"EC-2022-112508",2022-03-24,2022-03-30,"Estándar","IL-11185"
"EC-2022-118444",2022-11-05,2022-11-09,"Estándar","JA-21670"
"EC-2022-120161",2022-12-18,2022-12-23,"Estándar","TO-17065"
"EC-2022-130519",2022-09-15,2022-09-15,"Mismo día","SC-18355"
"EC-2022-150511",2022-09-18,2022-09-24,"Estándar","AC-10060"
"EC-2022-154823",2022-08-21,2022-08-25,"Estándar","KN-16390"
"EC-2023-106278",2023-09-02,2023-09-05,"Rápido","MF-11140"
"EC-2023-114622",2023-04-10,2023-04-12,"Urgente","BC-16210"
"EC-2023-121377",2023-05-28,2023-06-02,"Estándar","TN-21040"
"EC-2023-126529",2023-01-11,2023-01-13,"Rápido","CL-13255"
"EC-2023-127236",2023-03-29,2023-04-02,"Estándar","UR-21595"
"EC-2023-131093",2023-09-17,2023-09-20,"Rápido","DA-21610"
"EC-2023-145177",2023-11-10,2023-11-14,"Estándar","SM-18955"
"EC-2023-151260",2023-12-11,2023-12-14,"Urgente","AM-20695"
"EC-2023-165673",2023-05-15,2023-05-19,"Rápido","LC-17935"
"EC-2023-166429",2023-09-02,2023-09-08,"Estándar","KB-21310"
"EC-2024-103814",2024-12-09,2024-12-16,"Estándar","DA-16900"
"EC-2024-106796",2024-05-12,2024-05-19,"Estándar","EA-16135"
"EC-2024-110198",2024-05-01,2024-05-02,"Urgente","IL-10900"
"EC-2024-120061",2024-11-02,2024-11-07,"Rápido","AB-20425"
"EC-2024-123036",2024-09-10,2024-09-17,"Estándar","SC-14905"
"EC-2024-130302",2024-09-14,2024-09-19,"Estándar","AF-12745"
"EC-2024-143455",2024-11-11,2024-11-18,"Estándar","KM-17755"
"EC-2024-150497",2024-07-20,2024-07-24,"Estándar","CO-20950"
"EC-2024-165344",2024-11-13,2024-11-15,"Urgente","SB-20290"
"EC-2024-168900",2024-05-04,2024-05-09,"Estándar","MG-20395"
"EC-2024-169691",2024-06-15,2024-06-18,"Urgente","OM-13240"
"GT-2021-100678",2021-04-18,2021-04-22,"Estándar","AR-16720"
"GT-2021-103086",2021-10-17,2021-10-19,"Rápido","EG-14170"
"GT-2021-103800",2021-01-03,2021-01-07,"Estándar","AM-13000"
"GT-2021-103849",2021-05-11,2021-05-16,"Estándar","DS-18895"
"GT-2021-103905",2021-07-14,2021-07-20,"Estándar","RR-10930"
"GT-2021-104773",2021-12-08,2021-12-13,"Estándar","FM-21175"
"GT-2021-105165",2021-09-07,2021-09-10,"Urgente","RA-20035"
"GT-2021-105893",2021-11-11,2021-11-18,"Estándar","BC-19075"
"GT-2021-106229",2021-06-07,2021-06-11,"Rápido","GC-18550"
"GT-2021-106992",2021-09-19,2021-09-21,"Rápido","SB-20290"
"GT-2021-107706",2021-02-14,2021-02-19,"Rápido","AE-20530"
"GT-2021-109890",2021-07-21,2021-07-27,"Estándar","PG-18820"
"GT-2021-110030",2021-12-06,2021-12-08,"Rápido","LV-17185"
"GT-2021-110352",2021-11-23,2021-11-29,"Estándar","CL-13885"
"GT-2021-111899",2021-05-04,2021-05-05,"Urgente","IS-18340"
"GT-2021-112914",2021-09-25,2021-09-30,"Estándar","NM-18070"
"GT-2021-116757",2021-06-30,2021-07-04,"Estándar","RS-17980"
"GT-2021-120236",2021-09-03,2021-09-04,"Urgente","AT-17545"
"GT-2021-120474",2021-12-01,2021-12-03,"Urgente","CS-19390"
"GT-2021-121629",2021-11-28,2021-12-02,"Estándar","OP-11680"
"GT-2021-123498",2021-11-07,2021-11-09,"Urgente","AC-20980"
"GT-2021-124625",2021-11-03,2021-11-07,"Estándar","MC-20650"
"GT-2021-125514",2021-09-21,2021-09-22,"Urgente","MO-11650"
"GT-2021-125556",2021-11-14,2021-11-16,"Rápido","CF-17410"
"GT-2021-126200",2021-08-25,2021-08-29,"Estándar","ML-15715"
"GT-2021-127166",2021-05-21,2021-05-23,"Rápido","HC-16360"
"GT-2021-128888",2021-11-15,2021-11-22,"Estándar","PB-19105"
"GT-2021-129168",2021-08-17,2021-08-23,"Estándar","OS-16585"
"GT-2021-130421",2021-03-03,2021-03-07,"Estándar","EM-20020"
"GT-2021-131807",2021-10-05,2021-10-10,"Estándar","NC-14650"
"GT-2021-132542",2021-10-06,2021-10-08,"Rápido","FM-10360"
"GT-2021-134572",2021-04-20,2021-04-22,"Rápido","IC-20365"
"GT-2021-139017",2021-05-11,2021-05-17,"Estándar","MC-19375"
"GT-2021-139675",2021-03-13,2021-03-18,"Rápido","DS-18595"
"GT-2021-141005",2021-08-15,2021-08-18,"Urgente","AN-12355"
"GT-2021-143721",2021-11-23,2021-11-26,"Rápido","NL-12835"
"GT-2021-146283",2021-09-08,2021-09-15,"Estándar","PA-16465"
"GT-2021-146997",2021-01-23,2021-01-27,"Estándar","AF-20605"
"GT-2021-147606",2021-11-26,2021-12-01,"Rápido","IR-15745"
"GT-2021-150924",2021-09-12,2021-09-16,"Rápido","NP-19090"
"GT-2021-151897",2021-06-06,2021-06-10,"Estándar","LG-21700"
"GT-2021-152030",2021-12-26,2021-12-28,"Rápido","LS-10180"
"GT-2021-154095",2021-12-02,2021-12-07,"Estándar","LE-18715"
"GT-2021-154186",2021-12-13,2021-12-15,"Rápido","FA-19285"
"GT-2021-155593",2021-11-03,2021-11-08,"Estándar","CS-19390"
"GT-2021-157406",2021-04-25,2021-04-29,"Estándar","FL-13450"
"GT-2021-157847",2021-04-02,2021-04-06,"Rápido","EM-20020"
"GT-2021-158281",2021-09-02,2021-09-07,"Estándar","AV-10525"
"GT-2021-159310",2021-11-07,2021-11-12,"Estándar","VC-20725"
"GT-2021-159618",2021-11-12,2021-11-16,"Estándar","FH-12970"
"GT-2021-160444",2021-07-05,2021-07-05,"Mismo día","DG-12850"
"GT-2021-161613",2021-12-01,2021-12-03,"Rápido","LG-17605"
"GT-2021-163748",2021-10-14,2021-10-18,"Estándar","SC-15025"
"GT-2021-164644",2021-07-22,2021-07-24,"Rápido","CA-15850"
"GT-2021-165309",2021-11-11,2021-11-15,"Estándar","GV-16270"
"GT-2021-165393",2021-12-27,2021-12-30,"Urgente","NL-18415"
"GT-2021-165428",2021-09-01,2021-09-04,"Urgente","ES-15130"
"GT-2021-168312",2021-03-01,2021-03-07,"Estándar","SG-14605"
"GT-2022-100069",2022-06-29,2022-07-03,"Estándar","IO-18475"
"GT-2022-100685",2022-12-19,2022-12-21,"Rápido","CO-20950"
"GT-2022-103205",2022-12-08,2022-12-10,"Rápido","AG-15760"
"GT-2022-105676",2022-12-01,2022-12-02,"Mismo día","MA-18520"
"GT-2022-107083",2022-11-21,2022-11-27,"Estándar","JR-11545"
"GT-2022-107349",2022-07-13,2022-07-15,"Urgente","LF-20155"
"GT-2022-107902",2022-08-28,2022-09-02,"Estándar","CO-20950"
"GT-2022-109575",2022-09-18,2022-09-23,"Estándar","CM-16630"
"GT-2022-110548",2022-05-04,2022-05-08,"Estándar","IR-10690"
"GT-2022-110877",2022-10-23,2022-10-26,"Urgente","ML-15715"
"GT-2022-111990",2022-11-08,2022-11-13,"Estándar","PM-13660"
"GT-2022-114839",2022-04-26,2022-04-30,"Estándar","CG-19240"
"GT-2022-116687",2022-05-02,2022-05-07,"Estándar","UN-18625"
"GT-2022-117184",2022-05-17,2022-05-21,"Estándar","LE-18715"
"GT-2022-117415",2022-12-27,2022-12-31,"Estándar","JS-20710"
"GT-2022-118738",2022-10-24,2022-10-30,"Estándar","RC-10495"
"GT-2022-118906",2022-03-10,2022-03-10,"Mismo día","OS-16585"
"GT-2022-118983",2022-11-22,2022-11-26,"Estándar","AA-14815"
"GT-2022-119550",2022-12-26,2022-12-31,"Estándar","MM-19705"
"GT-2022-119690",2022-06-25,2022-06-28,"Urgente","AR-17485"
"GT-2022-120320",2022-03-05,2022-03-09,"Estándar","BH-18190"
"GT-2022-120397",2022-07-02,2022-07-02,"Mismo día","EA-19435"
"GT-2022-121132",2022-07-17,2022-07-24,"Estándar","CL-21745"
"GT-2022-124541",2022-04-06,2022-04-10,"Estándar","FT-21220"
"GT-2022-124975",2022-06-22,2022-06-25,"Urgente","MR-17875"
"GT-2022-125374",2022-03-23,2022-03-29,"Estándar","RM-16060"
"GT-2022-125710",2022-10-08,2022-10-13,"Estándar","OP-11680"
"GT-2022-126669",2022-11-07,2022-11-13,"Estándar","AL-13645"
"GT-2022-126697",2022-09-21,2022-09-24,"Urgente","EB-20815"
"GT-2022-128125",2022-03-31,2022-04-05,"Estándar","RM-13705"
